build_id;title_id;version;name;source
7A209CDC777FA2A5;0100409016490000;1.14.2.0;Omen of Sorrow;db
4291F2AE3B78C2DE;01006DB00D970000;1.0.0;OMG Zombies!;db
17D0CA29336DD042;01009C301061A000;1.0.0;One Dog Story;db
5A95EB5631C22043;0100D7C01115E000;1.0.0;One Girl Army;db
28ED06F94D767478;0100D9601A994000;1.0.0;ONE PIECE ODYSSEY Deluxe Edition;db
B4EA705A8FAEDAAE;0100BA400E2F4000;1.8.1;ONE PIECE PIRATE WARRIORS 4;extracted
F1546B842FCF9D6C;0100574002AF4000;1.0.0;ONE PIECE Unlimited World Red Deluxe Edition;extracted
0512BDA69B401F74;01008FE00E2F6000;1.6.0;ONE PIECE: PIRATE WARRIORS 4;db
1C17B1E3C3318F45;010048800F41C000;1.6.2;One Step From Eden;db
FB152FB431677E62;0100E26019422000;1.0.1;ONI : Road to be the Mightiest Oni;db
69AA5FF1AF0A41B4;01008FD01FD42000;1.0.1;Onimusha 2: Samurai's Destiny;db
BDB65BAE30A95ABE;0100416008A12000;1.0.0;Onimusha Warlords;db
C8F7A25E31377144;01001AF00CE54000;1.1.0;ONINAKI;db
C949E2576F532C43;01001AF00CE54000;1.2.0;ONINAKI;db
26BD88CB9E9CD5D3;0100E37012E08000;1.0.0;Onion Force;db
FFEF7F144855B42E;010077B01EB74000;1.0.0;Operation STEEL;db
